id,lat,lon,perc_forest
783,1.6057,10.85,33.5
784,-3.3025,39.8815,63.1428571428572
785,-26.199,32.9403,77.25
786,4.6781,102.0581,92.375
787,5.2205,118.5499,100
788,5.4521,100.4519,59.2222222222222
789,6.0401,116.712,76.5
790,-0.4976,117.4284,65.625
791,9.1385,98.6199,57.875
793,29.0171,-13.4946,1.1
794,29.0296,-13.475,0
795,32.7177,-16.9536,28.75
796,28.3794,-14.0951,1.375
797,28.0997,-16.6909,7.16666666666667
798,-16.8934,-67.2006,18.5
799,-11,-76.0833333333,0
800,-17.3267,-65.8045,1.55555555555556
801,-0.683,-78.283,4.125
802,-0.1,-78.55,9.5
803,44.2351,3.5371,0
804,50.732,59.6352,0
805,52.8874,21.3962,2.75
806,40.3141,-7.5751,37
807,55.303,20.9758,32
808,70.3834,31.1501,9.41666666666667
809,70.5274,29.1064,0
810,70.074069,30.1052,22.5742574257426
811,71.0901,28.1859,0
813,-35.6388615,-59.7791787,0
814,-35.032594,-63.0148473,0
815,-25.298808,30.148503,0
816,-27.34001,30.143103,8.55555555555556
817,-28.4525,28.9606,0
818,-16.3128,-68.4472,0
819,-31.1666666667,-51,10.1111111111111
820,-13.4581,-72.2181,9.11111111111111
821,-38.4595,-71.2351,16.2222222222222
822,-36.4063403,-56.943226,2.875
823,-33.1136,25.8218,8.25
824,-29.5644,26.195,1.36363636363636
825,-28.3594,28.9557,1.625
826,-31.7495,25.0431,0
827,-31.4798,25.0713,0
828,-22.4203,-65.9926,0
830,-11.07,-76.1514,18.5
832,-32.381,-52.462,4.5
833,47.508,98.534,0
834,47.7047,105.8219,0
835,46.6843,103.2909,4.54545454545455
836,46.0861,101.2942,0
837,32.3938,121.2434,8.4
838,49.3831,129.7468,0
839,49.8699,127.6447,1.90909090909091
840,64.7398,177.6849,0
841,55.02157535,166.271242620209,0
842,-4.138329,138.67424,0
843,-4.1323,138.7138,60.3333333333333
844,-16.95,-66.833,9.5
845,-26.793,-65.724,21.375
846,-21.7001,-43.8834,29.8
847,-38.747,-72.629,0
848,-28.4673,-49.6125,21.4
849,51.0574,85.6831,0
850,29.8496,102.2586,20.625
851,35.366178,138.78625,92.5454545454546
852,48.0874,108.6585,19.5454545454545
