Species	Class	Habitat breadth (Within-class co-occurrence index; multiplicative beta)	Habitat breadth (co-occurrence among species from all four classes; multiplicative beta)	Habitat breadth (Within-class co-occurrence index; additive beta)	Habitat breadth (co-occurrence among species from all four classes; additive beta)	Number-habitat-classes	Total-number-IUCN-habitat-categories
Strabomantis-helonotus	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Strabomantis-ingeri	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Strabomantis-necerus	AMPHIBIA	1.829324345	2.070295405	1805.333333	7827	2	3
Strabomantis-necopinus	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Strabomantis-ruizi	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Strabomantis-sulcatus	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Strabomantis-zygodactylus	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Strongylopus-bonaespei	AMPHIBIA	3.105826397	3.166361974	1772	4741	3	4
Strongylopus-fasciatus	AMPHIBIA	6.93222049	8.040803898	3594.277778	15415.66667	5	18
Strongylopus-fuelleborni	AMPHIBIA	3.123367199	3.088350274	1829.75	4007.5	2	4
Strongylopus-grayii	AMPHIBIA	6.008135593	7.981404768	2111.571429	10835.14286	6	21
Strongylopus-hymenopus	AMPHIBIA	2.908891328	3.189328409	2087.8	4506.2	2	5
Strongylopus-kitumbeine	AMPHIBIA	3.413511305	4.193418766	2954.333333	9802.666667	3	6
Strongylopus-merumontanus	AMPHIBIA	2.224926086	2.48400093	1796.333333	6385.666667	3	3
Strongylopus-rhodesianus	AMPHIBIA	2.802193167	3.131301623	2137.5	7484	4	4
Strongylopus-springbokensis	AMPHIBIA	3.18818514	3.703206162	2156.8	6037.8	2	5
Strongylopus-wageri	AMPHIBIA	2.918093231	3.049474267	1821.75	4630.25	3	4
Stumpffia-gimmeli	AMPHIBIA	2.15731269	2.128041887	1396.333333	6320.666667	2	3
Stumpffia-helenae	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Stumpffia-pygmaea	AMPHIBIA	2.15731269	2.128041887	1396.333333	6320.666667	2	3
Synapturanus-mirandaribeiroi	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Synapturanus-rabus	AMPHIBIA	1.976575121	1.991598208	1210	5312	2	2
Synapturanus-salseri	AMPHIBIA	1.976575121	1.991598208	1210	5312	2	2
Syncope-antenori	AMPHIBIA	1.922981366	1.830064225	1115.5	4783	1	2
Syncope-carvalhoi	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Syncope-tridactyla	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Tachycnemis-seychellensis	AMPHIBIA	3.354651163	4.231691263	2836	11661.75	4	8
Taricha-granulosa	AMPHIBIA	5.657396308	6.432032978	2776.142857	7719.142857	4	14
Taricha-rivularis	AMPHIBIA	2.368683511	2.578475336	1373.333333	3521	2	3
Taricha-sierra	AMPHIBIA	5.601488056	6.731159753	2712.692308	8641.384615	4	13
Taricha-torosa	AMPHIBIA	5.480634921	6.157285229	2715.230769	7126.384615	4	13
Taudactylus-acutirostris	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Taudactylus-eungellensis	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Taudactylus-liemi	AMPHIBIA	2.319736654	2.69868648	2306.25	9603.25	2	4
Taudactylus-pleione	AMPHIBIA	3.675097276	3.729484456	2751	11309.8	2	5
Taudactylus-rheophilus	AMPHIBIA	2.319736654	2.69868648	2306.25	9603.25	2	4
Telmatobius-arequipensis	AMPHIBIA	4.099607458	4.288505373	2106.666667	5050.5	3	6
Telmatobius-atacamensis	AMPHIBIA	1.759452647	1.706336385	1055.5	1968.5	1	2
Telmatobius-bolivianus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-brachydactylus	AMPHIBIA	2.588475836	2.514369806	1425.333333	2916.666667	2	3
Telmatobius-brevipes	AMPHIBIA	3.908439051	4.418083686	2637.5	9817.166667	4	6
Telmatobius-brevirostris	AMPHIBIA	2.224926086	2.48400093	1796.333333	6385.666667	3	3
Telmatobius-carrillae	AMPHIBIA	1.856192851	1.903027737	1031	2133.5	2	2
Telmatobius-ceiorum	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-cirrhacelis	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-colanensis	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-culeus	AMPHIBIA	0.996478873	0.999050332	0	0	1	1
Telmatobius-degener	AMPHIBIA	3.690923738	3.7060195	2005.2	5107.8	3	5
Telmatobius-edaphonastes	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-espadai	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-gigas	AMPHIBIA	1.856192851	1.903027737	1031	2133.5	2	2
Telmatobius-hauthali	AMPHIBIA	0.833333333	0.9	0	0	1	1
Telmatobius-hintoni	AMPHIBIA	0.999514799	0.999721138	0	0	1	1
Telmatobius-hockingi	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-huayra	AMPHIBIA	2.635644987	2.557068626	1518.333333	2897.666667	1	3
Telmatobius-hypselocephalus	AMPHIBIA	0.999514799	0.999721138	0	0	1	1
Telmatobius-ignavus	AMPHIBIA	2.918303221	3.373630712	2443	9621.8	4	5
Telmatobius-jelskii	AMPHIBIA	4.270355731	4.228915663	2069.5	6165	3	6
Telmatobius-laticeps	AMPHIBIA	0.999514799	0.999721138	0	0	1	1
Telmatobius-latirostris	AMPHIBIA	2.653092585	2.708783548	1435.333333	3269.333333	2	3
Telmatobius-macrostomus	AMPHIBIA	0.996478873	0.999050332	0	0	1	1
Telmatobius-marmoratus	AMPHIBIA	3.229493088	3.339857064	1815.25	5321.25	3	4
Telmatobius-mayoloi	AMPHIBIA	1.856192851	1.903027737	1031	2133.5	2	2
Telmatobius-necopinus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-niger	AMPHIBIA	2.802193167	3.131301623	2137.5	7484	4	4
Telmatobius-oxycephalus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-pefauri	AMPHIBIA	0.999514799	0.999721138	0	0	1	1
Telmatobius-peruvianus	AMPHIBIA	1.908633697	1.879538806	1085	2556.5	2	2
Telmatobius-pisanoi	AMPHIBIA	1.759452647	1.706336385	1055.5	1968.5	1	2
Telmatobius-platycephalus	AMPHIBIA	0.999514799	0.999721138	0	0	1	1
Telmatobius-punctatus	AMPHIBIA	0.999514799	0.999721138	0	0	1	1
Telmatobius-rimac	AMPHIBIA	4.270355731	4.228915663	2069.5	6165	3	6
Telmatobius-sanborni	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-schreiteri	AMPHIBIA	0.999514799	0.999721138	0	0	1	1
Telmatobius-scrocchii	AMPHIBIA	0.999514799	0.999721138	0	0	1	1
Telmatobius-sibiricus	AMPHIBIA	2.985244041	3.508786115	2449.6	9309.6	3	5
Telmatobius-simonsi	AMPHIBIA	4.819036171	5.865471805	3178.090909	12488.45455	5	11
Telmatobius-stephani	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-thompsoni	AMPHIBIA	2.980327266	3.301278922	2155.2	4715.4	2	5
Telmatobius-truebae	AMPHIBIA	2.210976948	2.602612409	1839.666667	6381	2	3
Telmatobius-vellardi	AMPHIBIA	2.802193167	3.131301623	2137.5	7484	4	4
Telmatobius-verrucosus	AMPHIBIA	1.520454008	1.772545613	1101.5	4447	2	2
Telmatobius-yuracare	AMPHIBIA	2.048835889	2.467028349	1848	6400.666667	2	3
Telmatobius-zapahuirensis	AMPHIBIA	0.999514799	0.999721138	0	0	1	1
Telmatobufo-australis	AMPHIBIA	1.793563579	1.863341646	1012	2597.5	2	2
Telmatobufo-bullocki	AMPHIBIA	1.793563579	1.863341646	1012	2597.5	2	2
Telmatobufo-venustus	AMPHIBIA	1.793563579	1.863341646	1012	2597.5	2	2
Tepuihyla-edelcae	AMPHIBIA	2.279455299	2.771218266	1081.5	2948.75	2	4
Tepuihyla-rimarum	AMPHIBIA	3.581125465	3.838349515	2358.6	5848	2	5
Teratohyla-midas	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Teratohyla-pulverata	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Teratohyla-spinosa	AMPHIBIA	1.527873365	1.765058521	1151.5	5361	2	2
Theloderma-andersoni	AMPHIBIA	2.142568478	2.626621306	1697.333333	7651	2	3
Theloderma-asperum	AMPHIBIA	2.078564172	2.189994014	2124.333333	7953.333333	2	3
Theloderma-bicolor	AMPHIBIA	2.231660232	2.609697294	1915	6010	2	3
Theloderma-gordoni	AMPHIBIA	2.078564172	2.189994014	2124.333333	7953.333333	2	3
Theloderma-horridum	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Theloderma-leporosum	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Theloderma-licin	AMPHIBIA	2.905731119	3.416570891	2135.8	9252.6	3	5
Theloderma-moloch	AMPHIBIA	2.989247312	2.776515696	2406	9267.75	3	4
Theloderma-rhododiscus	AMPHIBIA	2.417241379	2.771421965	2467	9577.75	2	4
Theloderma-stellatum	AMPHIBIA	2.147040879	2.022310757	1881	7271.333333	2	3
Thorius-arboreus	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-aureus	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-boreas	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-dubitus	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-grandis	AMPHIBIA	1.721343874	1.718727915	1096	4069	1	2
Thorius-infernalis	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-lunaris	AMPHIBIA	1.721343874	1.718727915	1096	4069	1	2
Thorius-macdougalli	AMPHIBIA	1.721343874	1.718727915	1096	4069	1	2
Thorius-magnipes	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-minutissimus	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-minydemus	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-munificus	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-narismagnus	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Thorius-narisovalis	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-omiltemi	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-papaloae	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-pennatulus	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Thorius-pulmonaris	AMPHIBIA	1.721343874	1.718727915	1096	4069	1	2
Thorius-schmidti	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-smithi	AMPHIBIA	1.545902373	1.503215259	1220	4618	1	2
Thorius-spilogaster	AMPHIBIA	0.999538745	0.999873801	0	0	1	1
Thorius-troglodytes	AMPHIBIA	1.721343874	1.718727915	1096	4069	1	2
Thoropa-lutzi	AMPHIBIA	2.249504514	2.617665857	1892.333333	8437.666667	2	3
Thoropa-megatympanum	AMPHIBIA	3.713625866	3.709114208	1763.5	4229.25	2	4
Thoropa-miliaris	AMPHIBIA	2.411685795	2.772337717	2368.75	10444.5	2	4
Thoropa-petropolitana	AMPHIBIA	2.288089274	2.645817045	1886.333333	7719.333333	2	3
Thoropa-saxatilis	AMPHIBIA	2.249504514	2.617665857	1892.333333	8437.666667	2	3
Tlalocohyla-godmani	AMPHIBIA	1.898782344	1.961623445	1182	4135.5	2	2
Tlalocohyla-loquax	AMPHIBIA	3.27528584	3.837661696	2957.571429	12316.85714	4	7
Tlalocohyla-picta	AMPHIBIA	4.03467939	5.059745219	2608.7	12334.1	4	10
Tlalocohyla-smithii	AMPHIBIA	2.322153575	2.688355613	999.6666667	3495.333333	2	3
Tomopterna-cryptotis	AMPHIBIA	4.083088235	3.998585073	1398.666667	5652.333333	3	6
Tomopterna-delalandii	AMPHIBIA	4.099531616	5.163780758	1471.555556	7108.111111	3	9
Tomopterna-krugerensis	AMPHIBIA	3.98794143	5.194541868	1388.6	7655.2	3	10
Tomopterna-luganga	AMPHIBIA	2.969902913	3.180201083	2030	4934.25	2	4
Tomopterna-marmorata	AMPHIBIA	5.313620518	6.402405733	2666.153846	9743.615385	3	13
Tomopterna-natalensis	AMPHIBIA	5.371891527	6.548051338	2776.214286	10128.57143	3	14
Tomopterna-tandyi	AMPHIBIA	4.708433735	5.847757859	1540	7595.416667	3	12
Tomopterna-tuberculosa	AMPHIBIA	2.240925153	2.877591593	966.75	3306.5	2	4
Trachycephalus-atlas	AMPHIBIA	2.750507099	3.019972316	1079.75	5108.5	4	4
Trachycephalus-coriaceus	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Trachycephalus-dibernardoi	AMPHIBIA	2.130434783	2.207657952	2081	8022.666667	2	3
Trachycephalus-hadroceps	AMPHIBIA	0.999564839	0.999904086	0	0	1	1
Trachycephalus-imitatrix	AMPHIBIA	2.130434783	2.207657952	2081	8022.666667	2	3
Trachycephalus-jordani	AMPHIBIA	3.609476618	3.758361725	2408.428571	10757.42857	4	7
Trachycephalus-mesophaeus	AMPHIBIA	1.992070117	2.574775564	1585.666667	7193	2	3
